day_index,day_of_week,is_weekend,hour,time_window,mins_to_next_train,is_festival,zone_id,zone_type,base_capacity,historical_station_flow_anchor,estimated_zone_flow,crowd_score,crowd_level,data_status
1,0,0,14,14:00-15:00,7,0,PF11,platform,600,31476,4809,31.48,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,14,14:00-15:00,7,0,FOB_CENTRAL,bridge,280,31476,6252,37.99,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,14,14:00-15:00,9,0,FOB_SOUTH,bridge,280,31476,5290,24.64,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,14,14:00-15:00,2,0,EAST_SKYWALK,bridge,280,31476,4518,25.85,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,14,14:00-15:00,12,0,STAIRS_SOUTH,staircase,150,31476,5867,34.69,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,15,15:00-16:00,2,0,PF5,platform,600,33205,6104,39.51,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,15,15:00-16:00,7,0,PF11,platform,600,33205,5073,29.81,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,15,15:00-16:00,5,0,FOB_CENTRAL,bridge,280,33205,7076,45.62,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,15,15:00-16:00,7,0,FOB_SOUTH,bridge,280,33205,5580,33.37,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,15,15:00-16:00,15,0,EAST_SKYWALK,bridge,280,33205,4160,21.9,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,15,15:00-16:00,12,0,STAIRS_SOUTH,staircase,150,33205,6189,34.89,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,16,16:00-17:00,12,0,PF5,platform,600,36669,5883,40.97,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,16,16:00-17:00,4,0,PF11,platform,600,36669,6011,43.5,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,16,16:00-17:00,2,0,FOB_CENTRAL,bridge,280,36669,8345,57.99,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,16,16:00-17:00,7,0,FOB_SOUTH,bridge,280,36669,6163,44.35,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,16,16:00-17:00,5,0,EAST_SKYWALK,bridge,280,36669,4929,35.34,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,16,16:00-17:00,5,0,STAIRS_SOUTH,staircase,150,36669,7333,48.55,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,17,17:00-18:00,5,0,PF5,platform,600,44761,7704,62.74,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,17,17:00-18:00,2,0,PF11,platform,600,44761,7836,61.39,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,17,17:00-18:00,9,0,FOB_CENTRAL,bridge,280,44761,8890,72.32,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,17,17:00-18:00,7,0,FOB_SOUTH,bridge,280,44761,7523,62.42,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,17,17:00-18:00,15,0,EAST_SKYWALK,bridge,280,44761,5608,47.84,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,17,17:00-18:00,4,0,STAIRS_SOUTH,staircase,150,44761,8952,76.23,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,18,18:00-19:00,4,0,PF5,platform,600,54869,9444,88.09,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,18,18:00-19:00,5,0,PF11,platform,600,54869,8994,84.87,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,18,18:00-19:00,9,0,FOB_CENTRAL,bridge,280,54869,10898,98.0,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,18,18:00-19:00,5,0,FOB_SOUTH,bridge,280,54869,9894,89.65,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,18,18:00-19:00,5,0,EAST_SKYWALK,bridge,280,54869,7375,70.99,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,18,18:00-19:00,15,0,STAIRS_SOUTH,staircase,150,54869,10227,94.06,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,19,19:00-20:00,7,0,PF5,platform,600,53423,8570,83.79,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,19,19:00-20:00,4,0,PF11,platform,600,53423,8757,80.57,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,19,19:00-20:00,4,0,FOB_CENTRAL,bridge,280,53423,11384,98.0,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,19,19:00-20:00,12,0,FOB_SOUTH,bridge,280,53423,8978,83.08,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,19,19:00-20:00,2,0,EAST_SKYWALK,bridge,280,53423,7669,70.48,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,19,19:00-20:00,2,0,STAIRS_SOUTH,staircase,150,53423,11410,98.0,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,20,20:00-21:00,9,0,PF5,platform,600,41289,6624,52.69,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,20,20:00-21:00,4,0,PF11,platform,600,41289,6768,53.23,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,20,20:00-21:00,7,0,FOB_CENTRAL,bridge,280,41289,8201,59.29,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,20,20:00-21:00,4,0,FOB_SOUTH,bridge,280,41289,7445,57.98,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,20,20:00-21:00,7,0,EAST_SKYWALK,bridge,280,41289,5173,40.83,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,20,20:00-21:00,12,0,STAIRS_SOUTH,staircase,150,41289,7696,59.78,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,21,21:00-22:00,2,0,PF5,platform,600,29162,5360,25.53,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,21,21:00-22:00,9,0,PF11,platform,600,29162,4455,18.74,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,21,21:00-22:00,12,0,FOB_CENTRAL,bridge,280,29162,5792,29.02,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,21,21:00-22:00,5,0,FOB_SOUTH,bridge,280,29162,5258,29.82,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,21,21:00-22:00,4,0,EAST_SKYWALK,bridge,280,29162,3920,20.26,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
1,0,0,21,21:00-22:00,5,0,STAIRS_SOUTH,staircase,150,29162,5832,32.94,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,8,08:00-09:00,12,0,PF5,platform,600,46473,7294,59.41,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,8,08:00-09:00,4,0,PF11,platform,600,46473,7453,62.38,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,8,08:00-09:00,7,0,FOB_CENTRAL,bridge,280,46473,9031,78.91,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,8,08:00-09:00,5,0,FOB_SOUTH,bridge,280,46473,8198,69.24,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,8,08:00-09:00,4,0,EAST_SKYWALK,bridge,280,46473,6112,49.06,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,8,08:00-09:00,15,0,STAIRS_SOUTH,staircase,150,46473,8475,73.2,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,9,09:00-10:00,2,0,PF5,platform,600,52261,9399,92.49,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,9,09:00-10:00,2,0,PF11,platform,600,52261,8951,91.13,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,9,09:00-10:00,7,0,FOB_CENTRAL,bridge,280,52261,10155,90.5,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,9,09:00-10:00,15,0,FOB_SOUTH,bridge,280,52261,8593,72.69,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,9,09:00-10:00,12,0,EAST_SKYWALK,bridge,280,52261,6406,56.52,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,9,09:00-10:00,4,0,STAIRS_SOUTH,staircase,150,52261,10225,92.87,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,10,10:00-11:00,12,0,PF5,platform,600,47359,7433,63.81,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,10,10:00-11:00,7,0,PF11,platform,600,47359,7079,64.37,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,10,10:00-11:00,2,0,FOB_CENTRAL,bridge,280,47359,10545,90.64,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,10,10:00-11:00,15,0,FOB_SOUTH,bridge,280,47359,7787,64.18,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,10,10:00-11:00,5,0,EAST_SKYWALK,bridge,280,47359,6228,52.36,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,10,10:00-11:00,2,0,STAIRS_SOUTH,staircase,150,47359,9896,85.35,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,11,11:00-12:00,12,0,PF5,platform,600,38983,6118,45.37,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,11,11:00-12:00,12,0,PF11,platform,600,38983,5827,45.79,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,11,11:00-12:00,9,0,FOB_CENTRAL,bridge,280,38983,7575,52.13,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,11,11:00-12:00,15,0,FOB_SOUTH,bridge,280,38983,6410,44.23,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,11,11:00-12:00,2,0,EAST_SKYWALK,bridge,280,38983,5475,46.63,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,11,11:00-12:00,7,0,STAIRS_SOUTH,staircase,150,38983,7109,49.8,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,12,12:00-13:00,7,0,PF5,platform,600,34360,5393,31.65,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,12,12:00-13:00,12,0,PF11,platform,600,34360,5136,35.51,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,12,12:00-13:00,9,0,FOB_CENTRAL,bridge,280,34360,6677,42.06,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,12,12:00-13:00,5,0,FOB_SOUTH,bridge,280,34360,6062,38.49,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,12,12:00-13:00,15,0,EAST_SKYWALK,bridge,280,34360,4212,28.17,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,12,12:00-13:00,15,0,STAIRS_SOUTH,staircase,150,34360,6266,38.55,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,13,13:00-14:00,5,0,PF5,platform,600,32337,5445,28.04,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,13,13:00-14:00,7,0,PF11,platform,600,32337,4834,28.81,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,13,13:00-14:00,2,0,FOB_CENTRAL,bridge,280,32337,7200,42.62,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,13,13:00-14:00,12,0,FOB_SOUTH,bridge,280,32337,5317,30.76,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,13,13:00-14:00,2,0,EAST_SKYWALK,bridge,280,32337,4542,30.5,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,13,13:00-14:00,7,0,STAIRS_SOUTH,staircase,150,32337,5897,35.17,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,14,14:00-15:00,5,0,PF5,platform,600,31476,5300,33.07,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,14,14:00-15:00,9,0,PF11,platform,600,31476,4705,27.69,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,14,14:00-15:00,12,0,FOB_CENTRAL,bridge,280,31476,6116,34.88,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,14,14:00-15:00,12,0,FOB_SOUTH,bridge,280,31476,5175,25.37,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,14,14:00-15:00,15,0,EAST_SKYWALK,bridge,280,31476,3858,26.61,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,14,14:00-15:00,4,0,STAIRS_SOUTH,staircase,150,31476,6159,39.74,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,15,15:00-16:00,15,0,PF5,platform,600,33205,5212,30.55,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,15,15:00-16:00,4,0,PF11,platform,600,33205,5325,36.78,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,15,15:00-16:00,12,0,FOB_CENTRAL,bridge,280,33205,6452,43.46,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,15,15:00-16:00,15,0,FOB_SOUTH,bridge,280,33205,5460,30.53,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,15,15:00-16:00,15,0,EAST_SKYWALK,bridge,280,33205,4070,23.57,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,15,15:00-16:00,12,0,STAIRS_SOUTH,staircase,150,33205,6055,36.82,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,16,16:00-17:00,7,0,PF5,platform,600,36669,5755,40.67,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,16,16:00-17:00,4,0,PF11,platform,600,36669,5881,44.75,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,16,16:00-17:00,4,0,FOB_CENTRAL,bridge,280,36669,7645,54.62,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,16,16:00-17:00,2,0,FOB_SOUTH,bridge,280,36669,6908,41.46,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,16,16:00-17:00,5,0,EAST_SKYWALK,bridge,280,36669,4822,30.7,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,16,16:00-17:00,7,0,STAIRS_SOUTH,staircase,150,36669,6687,42.43,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,17,17:00-18:00,5,0,PF5,platform,600,44761,7537,61.5,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,17,17:00-18:00,4,0,PF11,platform,600,44761,7179,62.28,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,17,17:00-18:00,2,0,FOB_CENTRAL,bridge,280,44761,9966,82.74,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,17,17:00-18:00,12,0,FOB_SOUTH,bridge,280,44761,7360,59.58,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,17,17:00-18:00,15,0,EAST_SKYWALK,bridge,280,44761,5486,48.51,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,17,17:00-18:00,5,0,STAIRS_SOUTH,staircase,150,44761,8758,74.24,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,18,18:00-19:00,5,0,PF5,platform,600,54869,9240,86.97,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,18,18:00-19:00,15,0,PF11,platform,600,54869,8202,75.52,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,18,18:00-19:00,7,0,FOB_CENTRAL,bridge,280,54869,10662,98.0,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,18,18:00-19:00,2,0,FOB_SOUTH,bridge,280,54869,10337,98.0,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,18,18:00-19:00,12,0,EAST_SKYWALK,bridge,280,54869,6725,63.91,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,18,18:00-19:00,2,0,STAIRS_SOUTH,staircase,150,54869,11465,98.0,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,19,19:00-20:00,2,0,PF5,platform,600,53423,9607,95.19,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,19,19:00-20:00,15,0,PF11,platform,600,53423,7985,71.88,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,19,19:00-20:00,12,0,FOB_CENTRAL,bridge,280,53423,10381,92.39,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,19,19:00-20:00,12,0,FOB_SOUTH,bridge,280,53423,8784,80.11,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,19,19:00-20:00,12,0,EAST_SKYWALK,bridge,280,53423,6548,64.66,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,19,19:00-20:00,2,0,STAIRS_SOUTH,staircase,150,53423,11163,98.0,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,20,20:00-21:00,4,0,PF5,platform,600,41289,6953,47.5,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,20,20:00-21:00,12,0,PF11,platform,600,41289,6172,47.4,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,20,20:00-21:00,12,0,FOB_CENTRAL,bridge,280,41289,8023,60.66,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,20,20:00-21:00,9,0,FOB_SOUTH,bridge,280,41289,6789,50.04,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,20,20:00-21:00,2,0,EAST_SKYWALK,bridge,280,41289,5799,39.72,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,20,20:00-21:00,9,0,STAIRS_SOUTH,staircase,150,41289,7529,54.02,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,21,21:00-22:00,7,0,PF5,platform,600,29162,4577,18.55,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,21,21:00-22:00,4,0,PF11,platform,600,29162,4677,19.61,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,21,21:00-22:00,12,0,FOB_CENTRAL,bridge,280,29162,5667,36.46,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,21,21:00-22:00,12,0,FOB_SOUTH,bridge,280,29162,4795,19.96,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,21,21:00-22:00,7,0,EAST_SKYWALK,bridge,280,29162,3574,18.53,LOW,CALIBRATED_SYNTHETIC_PROTOTYPE
2,1,0,21,21:00-22:00,9,0,STAIRS_SOUTH,staircase,150,29162,5318,31.22,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,8,08:00-09:00,15,0,PF5,platform,600,46473,7054,62.48,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,8,08:00-09:00,4,0,PF11,platform,600,46473,7208,62.76,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,8,08:00-09:00,4,0,FOB_CENTRAL,bridge,280,46473,9370,79.49,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,8,08:00-09:00,4,0,FOB_SOUTH,bridge,280,46473,7928,63.48,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,8,08:00-09:00,7,0,EAST_SKYWALK,bridge,280,46473,5509,46.17,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,8,08:00-09:00,2,0,STAIRS_SOUTH,staircase,150,46473,9391,80.77,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,9,09:00-10:00,12,0,PF5,platform,600,52261,7932,74.42,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,9,09:00-10:00,2,0,PF11,platform,600,52261,8656,82.71,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,9,09:00-10:00,12,0,FOB_CENTRAL,bridge,280,52261,9821,91.45,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,9,09:00-10:00,5,0,FOB_SOUTH,bridge,280,52261,8916,82.22,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,9,09:00-10:00,12,0,EAST_SKYWALK,bridge,280,52261,6195,54.85,MODERATE,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,9,09:00-10:00,15,0,STAIRS_SOUTH,staircase,150,52261,9216,85.78,VERY HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
3,2,0,10,10:00-11:00,7,0,PF5,platform,600,47359,7188,70.56,HIGH,CALIBRATED_SYNTHETIC_PROTOTYPE
